model,dataset,recall,query_latency,construction_time
HNSW,agnews-mxbai-1024-euclidean_20_variants_384_dim,0.9775,0.0007085812091827392,1421.986168384552
HNSW,agnews-mxbai-1024-euclidean_20_variants_384_dim,0.89975,0.00044967412948608397,748.8222749233246
HNSW,agnews-mxbai-1024-euclidean_20_variants_384_dim,0.9545,0.00031538248062133793,630.1956140995026
FLATNAV,agnews-mxbai-1024-euclidean_20_variants_384_dim,0.80375,0.00015313386917114257,100.5534291267395
FLATNAV,agnews-mxbai-1024-euclidean_20_variants_384_dim,0.899,0.0002564096450805664,155.5377733707428
FLATNAV,agnews-mxbai-1024-euclidean_20_variants_384_dim,0.899,0.00019989013671875,125.5988221168518
FLATNAV,agnews-mxbai-1024-euclidean_20_variants_384_dim,0.80375,0.0001973402500152588,99.91288447380066
FLATNAV,agnews-mxbai-1024-euclidean_20_variants_384_dim,0.95275,0.00021598100662231442,303.49130487442017
FLATNAV,agnews-mxbai-1024-euclidean_20_variants_384_dim,0.973,0.0002861177921295166,603.7320828437805
FLATNAV,agnews-mxbai-1024-euclidean_20_variants_384_dim,0.9905,0.00044387459754943845,588.9023399353027
FLATNAV,agnews-mxbai-1024-euclidean_20_variants_384_dim,0.93275,0.00027176856994628903,230.906085729599
FLATNAV,agnews-mxbai-1024-euclidean_20_variants_384_dim,0.6095,8.093118667602539e-05,38.73032808303833
FLATNAV,agnews-mxbai-1024-euclidean_20_variants_384_dim,0.94325,0.00020637869834899903,208.35781335830688
FLATNAV,agnews-mxbai-1024-euclidean_20_variants_384_dim,0.97225,0.00042217493057250977,359.626079082489
NSG,laion-clip-512-normalized_20_variants_384_dim,0.5185,0.0003528594970703125,2879.629914045334
NSG,laion-clip-512-normalized_20_variants_384_dim,0.4945,0.00026550889015197754,2320.5268199443817
NSG,laion-clip-512-normalized_20_variants_384_dim,0.3845,0.000194169282913208,1999.1430141925807
NSG,laion-clip-512-normalized_20_variants_384_dim,0.6005,0.00046570539474487303,2879.629914045334
NSG,laion-clip-512-normalized_20_variants_384_dim,0.3845,0.00019503712654113769,1999.1430141925807
NSG,laion-clip-512-normalized_20_variants_384_dim,0.57075,0.0003576326370239258,2320.5268199443817
NSG,laion-clip-512-normalized_20_variants_384_dim,0.506,0.00032369136810302736,2096.3917121887207
NSG,laion-clip-512-normalized_20_variants_384_dim,0.4945,0.0002663302421569824,2320.5268199443817
NSG,laion-clip-512-normalized_20_variants_384_dim,0.5185,0.0003536045551300049,2879.629914045334
NSG,laion-clip-512-normalized_20_variants_384_dim,0.506,0.0003218042850494385,2096.3917121887207
NSG,laion-clip-512-normalized_20_variants_384_dim,0.4945,0.00026761531829833985,2320.5268199443817
NSG,laion-clip-512-normalized_20_variants_384_dim,0.506,0.00032309770584106447,2096.3917121887207
NSG,laion-clip-512-normalized_20_variants_384_dim,0.604,0.0004385411739349365,2096.3917121887207
NSG,laion-clip-512-normalized_20_variants_384_dim,0.47275,0.0002752089500427246,1999.1430141925807
NSG,laion-clip-512-normalized_20_variants_384_dim,0.5185,0.0003649711608886719,2879.629914045334
NSG,laion-clip-512-normalized_20_variants_384_dim,0.3845,0.0001978135108947754,1999.1430141925807
HNSW,laion-clip-512-normalized_20_variants_384_dim,0.229,0.00017033934593200682,237.65327262878412
HNSW,laion-clip-512-normalized_20_variants_384_dim,0.855,0.0017298901081085204,1821.4426410198207
HNSW,laion-clip-512-normalized_20_variants_384_dim,0.54475,0.0003961217403411865,669.4535961151123
HNSW,laion-clip-512-normalized_20_variants_384_dim,0.67625,0.0007650566101074219,1303.2249891757965
HNSW,laion-clip-512-normalized_20_variants_384_dim,0.4265,0.00023045897483825684,362.8638732433319
HNSW,laion-clip-512-normalized_20_variants_384_dim,0.15925,0.00012513399124145508,270.2783374786377
HNSW,laion-clip-512-normalized_20_variants_384_dim,0.32225,0.00019765615463256835,334.4789049625397
FLATNAV,laion-clip-512-normalized_20_variants_384_dim,0.42425,0.00018161535263061523,241.53585410118103
FLATNAV,laion-clip-512-normalized_20_variants_384_dim,0.32525,0.00019369959831237794,131.7954375743866
FLATNAV,laion-clip-512-normalized_20_variants_384_dim,0.45425,0.00023492932319641113,289.7779495716095
FLATNAV,laion-clip-512-normalized_20_variants_384_dim,0.66325,0.000429922342300415,568.7334206104279
FLATNAV,laion-clip-512-normalized_20_variants_384_dim,0.5515,0.0003446710109710694,363.0520946979522
FLATNAV,laion-clip-512-normalized_20_variants_384_dim,0.183,0.000114288330078125,63.27498626708984
FLATNAV,laion-clip-512-normalized_20_variants_384_dim,0.463,0.00016727685928344727,286.7953653335572
