model,qn,dataset,fileName,recall without refinemet,search_time without refinemnt,qps,recall with 2k refinement,search_time with 2k refienement,qps with 2k refienement,construction time,memory
FLATNAV,200,glove_rc_2.0,FLATNAV-glove_rc_2.0-96-96-48,0.86775,0.0223078727722167,8965.444712823033,0.86775,0.0201644897460937,9918.42603102535,457.5438332557678,2004596
FLATNAV,200,glove_rc_2.0,FLATNAV-glove_rc_2.0-48-48-48,0.83275,0.0355463027954101,5626.46419660344,0.83275,0.0343523025512695,5822.026040365343,300.4156901836395,1780228
FLATNAV,200,glove_rc_2.0,FLATNAV-glove_rc_2.0-64-64-64,0.8615,0.0246820449829101,8103.05629612457,0.8615,0.0248034000396728,8063.410648544212,294.3904459476471,1854608
FLATNAV,200,glove_rc_2.0,FLATNAV-glove_rc_2.0-64-64-32,0.835,0.0210983753204345,9479.402890624116,0.8435,0.023738145828247,8425.257871742078,411.09686970710754,1855392
FLATNAV,200,glove_rc_2.0,FLATNAV-glove_rc_2.0-16-16-8,0.29225,0.0112643241882324,17755.17080811074,0.3825,0.0193550586700439,10333.215900272233,59.0438244342804,1631512
FLATNAV,200,glove_rc_2.0,FLATNAV-glove_rc_2.0-96-96-96,0.8865,0.0439374446868896,4551.926071833607,0.8865,0.0446486473083496,4479.419020665349,810.6814558506012,2004240
FLATNAV,200,glove_rc_2.0,FLATNAV-glove_rc_2.0-24-24-24,0.66475,0.0139756202697753,14310.634958545155,0.7095,0.0194215774536132,10297.82469923889,141.79497575759888,1659564
NSG,200,yandex-200-cosine_20_variants_rc_1.25,NSG-yandex-200-cosine_20_variants_rc_1.25-24-32,0.2215,0.0345368385314941,5790.918002457579,0.24675,0.0424869060516357,4707.332648720841,2002.5843906402588,4463504
NSG,200,yandex-200-cosine_20_variants_rc_1.25,NSG-yandex-200-cosine_20_variants_rc_1.25-12-8,0.107,0.0218534469604492,9151.874318132228,0.1695,0.033557653427124,5959.892292061868,1809.4024438858032,4461912
NSG,200,yandex-200-cosine_20_variants_rc_1.25,NSG-yandex-200-cosine_20_variants_rc_1.25-12-64,0.24075,0.052886962890625,3781.6503173687247,0.24075,0.0538177490234375,3716.246101502693,1809.4024438858032,4461912
NSG,200,yandex-200-cosine_20_variants_rc_1.25,NSG-yandex-200-cosine_20_variants_rc_1.25-64-8,0.19625,0.0336155891418457,5949.62055122913,0.2985,0.0526125431060791,3801.374885010853,1844.2837781906128,4466376
NSG,200,yandex-200-cosine_20_variants_rc_1.25,NSG-yandex-200-cosine_20_variants_rc_1.25-48-8,0.16375,0.0445530414581298,4489.031353515029,0.2715,0.0777182579040527,2573.3978783583966,2033.915476322174,4464960
NSG,200,yandex-200-cosine_20_variants_rc_1.25,NSG-yandex-200-cosine_20_variants_rc_1.25-48-16,0.16375,0.0444920063018798,4495.189509841222,0.2715,0.0775296688079834,2579.6576081775493,2033.915476322174,4464960
NSG,200,yandex-200-cosine_20_variants_rc_1.25,NSG-yandex-200-cosine_20_variants_rc_1.25-24-64,0.333,0.0635571479797363,3146.7743024555666,0.333,0.0631675720214843,3166.18153270125,2002.5843906402588,4463504
NSG,200,yandex-200-cosine_20_variants_rc_1.25,NSG-yandex-200-cosine_20_variants_rc_1.25-64-64,0.39325,0.077850341796875,2569.031752254018,0.39325,0.0769183635711669,2600.159321056726,1844.2837781906128,4466376
NSG,200,yandex-200-cosine_20_variants_rc_1.25,NSG-yandex-200-cosine_20_variants_rc_1.25-64-16,0.19625,0.0328052043914794,6096.593626221883,0.2985,0.0531845092773437,3760.4934729594033,1844.2837781906128,4466376
NSG,200,yandex-200-cosine_20_variants_rc_1.25,NSG-yandex-200-cosine_20_variants_rc_1.25-24-16,0.16225,0.0261385440826416,7651.535577791358,0.24675,0.0422883033752441,4729.44015335175,2002.5843906402588,4463504
NSG,200,yandex-200-cosine_20_variants_rc_1.25,NSG-yandex-200-cosine_20_variants_rc_1.25-24-8,0.16225,0.0253033638000488,7904.087439932158,0.24675,0.0424396991729736,4712.568748068875,2002.5843906402588,4463504
NSG,200,yandex-200-cosine_20_variants_rc_1.25,NSG-yandex-200-cosine_20_variants_rc_1.25-48-32,0.24475,0.0677025318145752,2954.099272797704,0.2715,0.0772640705108642,2588.525283195863,2033.915476322174,4464960
NSG,200,yandex-200-cosine_20_variants_rc_1.25,NSG-yandex-200-cosine_20_variants_rc_1.25-64-32,0.2795,0.0450561046600341,4438.910143455093,0.2985,0.0529630184173584,3776.2198223666737,1844.2837781906128,4466376
NSG,200,yandex-200-cosine_20_variants_rc_1.25,NSG-yandex-200-cosine_20_variants_rc_1.25-12-32,0.14075,0.0294275283813476,6796.357390543475,0.1695,0.0347836017608642,5749.835838594038,1809.4024438858032,4461912
NSG,200,yandex-200-cosine_20_variants_rc_1.25,NSG-yandex-200-cosine_20_variants_rc_1.25-12-16,0.107,0.0222320556640625,8996.01921757035,0.1695,0.0351543426513671,5689.197547610005,1809.4024438858032,4461912
NSG,200,yandex-200-cosine_20_variants_rc_1.25,NSG-yandex-200-cosine_20_variants_rc_1.25-48-64,0.356,0.110476016998291,1810.3476703282477,0.356,0.1099433898925781,1819.1180042330243,2033.915476322174,4464960
HNSW,200,yandex-200-cosine_20_variants_rc_1.25,HNSW-yandex-200-cosine_20_variants_rc_1.25-32-16-32,0.142,0.0353507995605468,5657.580662566094,0.184,0.0444288253784179,4501.581986391053,293.9710519313812,2391692
HNSW,200,yandex-200-cosine_20_variants_rc_1.25,HNSW-yandex-200-cosine_20_variants_rc_1.25-16-8-16,0.0565,0.0147135257720947,13592.935037998475,0.06325,0.0159330368041992,12552.534865625186,133.2525236606598,2388100
HNSW,200,yandex-200-cosine_20_variants_rc_1.25,HNSW-yandex-200-cosine_20_variants_rc_1.25-96-96-96,0.63,0.3157894611358642,633.3333584997399,0.63,0.3178470134735107,629.2335353865702,1470.8861241340635,2911780
HNSW,200,yandex-200-cosine_20_variants_rc_1.25,HNSW-yandex-200-cosine_20_variants_rc_1.25-64-32-64,0.29175,0.1195690631866455,1672.6734714631243,0.327,0.1369340419769287,1460.5571931755069,1049.2473366260529,2645012
HNSW,200,yandex-200-cosine_20_variants_rc_1.25,HNSW-yandex-200-cosine_20_variants_rc_1.25-48-24-48,0.2305,0.0915865898132324,2183.725809726612,0.287,0.1162266731262207,1720.7754005210363,774.0841405391693,2518852
HNSW,200,yandex-200-cosine_20_variants_rc_1.25,HNSW-yandex-200-cosine_20_variants_rc_1.25-24-12-24,0.1,0.0229203701019287,8725.862589067458,0.11975,0.0271346569061279,7370.647828417288,165.16006135940552,2506936
FLATNAV,200,yandex-200-cosine_20_variants_rc_1.25,FLATNAV-yandex-200-cosine_20_variants_rc_1.25-96-96-48,0.37175,0.0718359947204589,2784.1195876562388,0.37175,0.0735094547271728,2720.738451159668,421.5009346008301,2553748
FLATNAV,200,yandex-200-cosine_20_variants_rc_1.25,FLATNAV-yandex-200-cosine_20_variants_rc_1.25-32-32-16,0.13075,0.0373141765594482,5359.893167717738,0.2085,0.0651671886444091,3069.029125858392,186.4766445159912,2303232
FLATNAV,200,yandex-200-cosine_20_variants_rc_1.25,FLATNAV-yandex-200-cosine_20_variants_rc_1.25-96-96-96,0.5005,0.1541585922241211,1297.3652464939034,0.5005,0.1575973033905029,1269.05724715625,504.9270718097687,2554760
FLATNAV,200,yandex-200-cosine_20_variants_rc_1.25,FLATNAV-yandex-200-cosine_20_variants_rc_1.25-32-32-32,0.17675,0.0809719562530517,2469.9909605118646,0.2085,0.096872329711914,2064.573037468743,251.8998703956604,2302972
FLATNAV,200,yandex-200-cosine_20_variants_rc_1.25,FLATNAV-yandex-200-cosine_20_variants_rc_1.25-24-24-12,0.1045,0.0188238620758056,10624.812230060925,0.1505,0.0317933559417724,6290.622492519741,94.4834713935852,2271916
FLATNAV,200,yandex-200-cosine_20_variants_rc_1.25,FLATNAV-yandex-200-cosine_20_variants_rc_1.25-24-24-24,0.11625,0.0341086387634277,5863.617172973955,0.1505,0.0496509075164794,4028.1237545077815,155.75855684280396,2271140
FLATNAV,200,yandex-200-cosine_20_variants_rc_1.25,FLATNAV-yandex-200-cosine_20_variants_rc_1.25-48-48-24,0.19325,0.038564920425415,5186.060227631017,0.252,0.0552136898040771,3622.2900644693264,238.60293793678284,2366372
FLATNAV,200,yandex-200-cosine_20_variants_rc_1.25,FLATNAV-yandex-200-cosine_20_variants_rc_1.25-64-64-32,0.26325,0.0563786029815673,3547.4451196562763,0.29325,0.0660920143127441,3026.084196096822,433.7387089729309,2428420
FLATNAV,200,yandex-200-cosine_20_variants_rc_1.25,FLATNAV-yandex-200-cosine_20_variants_rc_1.25-16-16-8,0.06175,0.0149037837982177,13419.410983666874,0.10875,0.0263364315032959,7594.043254302345,71.86217641830444,2240180
FLATNAV,200,yandex-200-cosine_20_variants_rc_1.25,FLATNAV-yandex-200-cosine_20_variants_rc_1.25-64-64-64,0.38025,0.0891308784484863,2243.891269573777,0.38025,0.0908401012420654,2201.670817902895,304.2256367206573,2428888
FLATNAV,200,yandex-200-cosine_20_variants_rc_1.25,FLATNAV-yandex-200-cosine_20_variants_rc_1.25-48-48-48,0.28075,0.0623657703399658,3206.8873503809527,0.28075,0.0619044303894043,3230.78653243262,225.85610222816467,2366280
NSG,200,deep_rc_1.5,NSG-deep_rc_1.5-48-16,0.33625,0.076416015625,2617.252396166134,0.46875,0.1204979419708252,1659.779384849774,2238.0428173542023,4893572
NSG,200,deep_rc_1.5,NSG-deep_rc_1.5-12-8,0.1685,0.0246334075927734,8119.055361982191,0.26325,0.0382094383239746,5234.308819308382,1785.8997881412506,4903956
NSG,200,deep_rc_1.5,NSG-deep_rc_1.5-64-64,0.55575,0.1020750999450683,1959.3417014299264,0.55575,0.1011173725128173,1977.8994947149015,2493.207882165909,4894108
NSG,200,deep_rc_1.5,NSG-deep_rc_1.5-12-32,0.224,0.0319540500640869,6258.987502331655,0.26325,0.036046028137207,5548.461518109903,1785.8997881412506,4903956
NSG,200,deep_rc_1.5,NSG-deep_rc_1.5-12-16,0.1685,0.0230195522308349,8688.26630485443,0.26325,0.0362861156463623,5511.750057492033,1785.8997881412506,4903956
NSG,200,deep_rc_1.5,NSG-deep_rc_1.5-48-32,0.4255,0.102637767791748,1948.6004450700823,0.46875,0.1199026107788086,1668.020393392032,2238.0428173542023,4893572
NSG,200,deep_rc_1.5,NSG-deep_rc_1.5-64-16,0.3445,0.0465309619903564,4298.213306689212,0.46825,0.0717818737030029,2786.218716266711,2493.207882165909,4894108
NSG,200,deep_rc_1.5,NSG-deep_rc_1.5-24-64,0.48875,0.1010308265686035,1979.5938209432832,0.48875,0.101358413696289,1973.1958374889448,2207.001584291458,4897684
NSG,200,deep_rc_1.5,NSG-deep_rc_1.5-24-32,0.36625,0.0638515949249267,3132.2631836393302,0.401,0.0718302726745605,2784.341372420157,2207.001584291458,4897684
NSG,200,deep_rc_1.5,NSG-deep_rc_1.5-48-8,0.33625,0.0771596431732177,2592.0285757544857,0.46875,0.1206071376800537,1658.2766480252558,2238.0428173542023,4893572
NSG,200,deep_rc_1.5,NSG-deep_rc_1.5-48-64,0.54675,0.160050630569458,1249.6045738051932,0.54675,0.1603901386260986,1246.959455944108,2238.0428173542023,4893572
NSG,200,deep_rc_1.5,NSG-deep_rc_1.5-12-64,0.327,0.0521984100341796,3831.534329667117,0.327,0.0517494678497314,3864.7740413631695,1785.8997881412506,4903956
NSG,200,deep_rc_1.5,NSG-deep_rc_1.5-24-8,0.29125,0.053135871887207,3763.935603137283,0.401,0.0778150558471679,2570.1967032293646,2207.001584291458,4897684
NSG,200,deep_rc_1.5,NSG-deep_rc_1.5-64-8,0.3445,0.0463342666625976,4316.459812699392,0.46825,0.0716440677642822,2791.5779525253165,2493.207882165909,4894108
NSG,200,deep_rc_1.5,NSG-deep_rc_1.5-24-16,0.29125,0.0486364364624023,4112.143375360301,0.401,0.0730078220367431,2739.432493950369,2207.001584291458,4897684
NSG,200,deep_rc_1.5,NSG-deep_rc_1.5-64-32,0.435,0.0631411075592041,3167.508580879271,0.46825,0.0715272426605224,2796.1374234601194,2493.207882165909,4894108
HNSW,200,deep_rc_1.5,HNSW-deep_rc_1.5-96-96-96,0.8295,0.3476343154907226,575.3171970887822,0.8295,0.3474552631378174,575.6136723727521,2112.2413289546967,3344624
HNSW,200,deep_rc_1.5,HNSW-deep_rc_1.5-64-32-64,0.5305,0.1186809539794921,1685.1903636918823,0.564,0.1262993812561035,1583.53903250286,1146.8976666927338,3083608
HNSW,200,deep_rc_1.5,HNSW-deep_rc_1.5-16-16-16,0.154,0.0264618396759033,7558.053500797377,0.19575,0.0334248542785644,5983.571336861777,247.54651641845703,2841924
HNSW,200,deep_rc_1.5,HNSW-deep_rc_1.5-48-24-48,0.4115,0.100290298461914,1994.210836613986,0.47925,0.1201186180114746,1665.020821176069,1207.139489889145,2956236
HNSW,200,deep_rc_1.5,HNSW-deep_rc_1.5-16-8-16,0.11975,0.0190029144287109,10524.7013951621,0.12325,0.0204477310180664,9781.036332260624,245.0808882713318,2829604
HNSW,200,deep_rc_1.5,HNSW-deep_rc_1.5-32-16-32,0.29925,0.0684423446655273,2922.1675700530886,0.33075,0.0809814929962158,2469.7000833183674,479.59471249580383,2828920
HNSW,200,deep_rc_1.5,HNSW-deep_rc_1.5-24-12-24,0.20825,0.0580403804779052,3445.876790489609,0.2215,0.0604665279388427,3307.6150858584865,441.1025397777557,2964300
FLATNAV,200,deep_rc_1.5,FLATNAV-deep_rc_1.5-64-64-64,0.5075,0.0533821582794189,3746.570135908281,0.5075,0.0528593063354492,3783.628917314666,300.4597451686859,2866144
FLATNAV,200,deep_rc_1.5,FLATNAV-deep_rc_1.5-24-24-12,0.16725,0.0151093006134033,13236.88005933126,0.26675,0.0248599052429199,8045.082957705956,118.1778643131256,2710344
FLATNAV,200,deep_rc_1.5,FLATNAV-deep_rc_1.5-32-32-32,0.27925,0.0411393642425537,4861.523839328663,0.319,0.0498778820037841,4009.793358603844,182.7435932159424,2741096
FLATNAV,200,deep_rc_1.5,FLATNAV-deep_rc_1.5-96-96-96,0.6395,0.0969836711883544,2062.2028177462457,0.6395,0.0916035175323486,2183.322271760716,523.3377969264984,2984420
FLATNAV,200,deep_rc_1.5,FLATNAV-deep_rc_1.5-96-96-48,0.5025,0.0910785198211669,2195.907447691297,0.5025,0.0920395851135253,2172.978069743707,430.8865728378296,2990612
FLATNAV,200,deep_rc_1.5,FLATNAV-deep_rc_1.5-16-16-8,0.10425,0.0188620090484619,10603.324358828511,0.17125,0.0313656330108642,6376.405664464833,68.15793037414551,2679004
FLATNAV,200,deep_rc_1.5,FLATNAV-deep_rc_1.5-48-48-48,0.4145,0.0653614997863769,3059.905305931876,0.4145,0.063117504119873,3168.69310326592,267.3901152610779,2804048
FLATNAV,200,deep_rc_1.5,FLATNAV-deep_rc_1.5-24-24-24,0.1955,0.0242671966552734,8241.578244124814,0.26675,0.0347321033477783,5758.361306177365,118.11417055130003,2709856
FLATNAV,200,deep_rc_1.5,FLATNAV-deep_rc_1.5-64-64-32,0.397,0.0475044250488281,4210.134104231912,0.4345,0.0576148033142089,3471.3300835078253,358.74295377731323,2865676
FLATNAV,200,deep_rc_1.5,FLATNAV-deep_rc_1.5-48-48-24,0.301,0.0326571464538574,6124.233796194898,0.3785,0.0511765480041503,3908.0400652224553,284.476731300354,2803528
FLATNAV,200,deep_rc_1.5,FLATNAV-deep_rc_1.5-32-32-16,0.22025,0.0335111618041992,5968.160733088591,0.319,0.0544245243072509,3674.813928935967,196.41330432891849,2728980
NSG,200,audio_rc_2.0,NSG-audio_rc_2.0-64-64,0.99375,0.0325393676757812,6146.400937866354,0.99375,0.031667947769165,6315.533973273104,60.60039782524109,769728
NSG,200,audio_rc_2.0,NSG-audio_rc_2.0-24-32,0.9815,0.0208027362823486,9614.11985834298,0.986,0.022078514099121,9058.580622867265,94.11541795730592,769812
NSG,200,audio_rc_2.0,NSG-audio_rc_2.0-48-16,0.96975,0.0147976875305175,13515.625302097767,0.98725,0.0229377746582031,8719.241643106603,95.1125648021698,777148
NSG,200,audio_rc_2.0,NSG-audio_rc_2.0-64-32,0.9845,0.0178251266479492,11220.11663367396,0.98775,0.0223965644836425,8929.941024931337,60.60039782524109,769728
NSG,200,audio_rc_2.0,NSG-audio_rc_2.0-12-64,0.985,0.0257339477539062,7771.835161577231,0.985,0.0250117778778076,7996.232853861039,85.72684979438782,774972
