model,qn,dataset,fileName,recall without refinemet,search_time without refinemnt,qps,recall with 2k refinement,search_time with 2k refienement,qps with 2k refienement,construction time,memory
NSG,200,coco-nomic-768-normalized_20_variants_128_dim,NSG-coco-nomic-768-normalized_20_variants_128_dim-24-16,0.1085,0.0121064186096191,16520.162275000985,0.21575,0.019632339477539,10187.272903915282,428.05141854286194,1532736
NSG,200,coco-nomic-768-normalized_20_variants_128_dim,NSG-coco-nomic-768-normalized_20_variants_128_dim-48-8,0.13125,0.0100784301757812,19844.360333081,0.2275,0.01786470413208,11195.259575603895,349.67608308792114,1528456
NSG,200,coco-nomic-768-normalized_20_variants_128_dim,NSG-coco-nomic-768-normalized_20_variants_128_dim-64-32,0.19525,0.0100226402282714,19954.821827870022,0.215,0.0115604400634765,17300.379475334103,394.0806884765625,1532736
NSG,200,coco-nomic-768-normalized_20_variants_128_dim,NSG-coco-nomic-768-normalized_20_variants_128_dim-24-64,0.264,0.0413844585418701,4832.73207012369,0.264,0.0284409523010253,7032.113337245369,428.05141854286194,1532736
NSG,200,coco-nomic-768-normalized_20_variants_128_dim,NSG-coco-nomic-768-normalized_20_variants_128_dim-48-64,0.299,0.0277163982391357,7215.944809076911,0.299,0.027686595916748,7223.712174706784,349.67608308792114,1528456
NSG,200,coco-nomic-768-normalized_20_variants_128_dim,NSG-coco-nomic-768-normalized_20_variants_128_dim-64-16,0.14025,0.0074236392974853,26940.96412628063,0.215,0.011885643005371,16827.0239910134,394.0806884765625,1532736
HNSW,200,coco-nomic-768-normalized_20_variants_128_dim,HNSW-coco-nomic-768-normalized_20_variants_128_dim-16-8-16,0.0555,0.0103952884674072,19239.48533290521,0.05675,0.0101678371429443,19669.86657912632,27.860138177871704,906292
HNSW,200,coco-nomic-768-normalized_20_variants_128_dim,HNSW-coco-nomic-768-normalized_20_variants_128_dim-96-96-96,0.645,0.2388727664947509,837.2658086345511,0.645,0.2485206127166748,804.7622199773401,204.94749426841736,1242968
HNSW,200,coco-nomic-768-normalized_20_variants_128_dim,HNSW-coco-nomic-768-normalized_20_variants_128_dim-16-16-16,0.074,0.0276474952697753,7233.928355840706,0.0855,0.0341672897338867,5853.551790549027,51.14656448364258,913500
HNSW,200,coco-nomic-768-normalized_20_variants_128_dim,HNSW-coco-nomic-768-normalized_20_variants_128_dim-32-16-32,0.11525,0.0122299194335937,16353.33749220212,0.1265,0.0122666358947753,16304.388726919338,42.70592927932739,972044
