Dataset,c,k,m,M_NUM,PIVOT,Q_NUM,R_MIN,RATIO,RECALL,AVG_TIME,COST,DATE
glove,1.25,80,15,16,5,100,1,1.00102,0.948625,284.435,0.171736,854.942,
glove,1.25,90,15,16,5,100,1,1.00102,0.925778,284.435,0.171736,854.942,
glove,1.25,100,15,16,5,100,1,1.00102,0.9477,284.435,0.171736,854.942,
lastfm,1.25,1,15,16,5,100,1,1.00002,0.95,21.61,0.196029,854.942,
lastfm,1.25,10,15,16,5,100,1,1.00007,0.942,21.61,0.196029,854.942,
lastfm,1.25,20,15,16,5,100,1,1.00008,0.937,21.61,0.196029,854.942,
lastfm,1.25,30,15,16,5,100,1,1.00009,0.941,21.61,0.196029,854.942,
lastfm,1.25,40,15,16,5,100,1,1.0001,0.94175,21.61,0.196029,854.942,
lastfm,1.25,50,15,16,5,100,1,1.0001,0.9418,21.61,0.196029,854.942,
lastfm,1.25,60,15,16,5,100,1,1.0001,0.943167,21.61,0.196029,854.942,
lastfm,1.25,70,15,16,5,100,1,1.00011,0.942571,21.61,0.196029,854.942,
lastfm,1.25,80,15,16,5,100,1,1.00011,0.942,21.61,0.196029,854.942,
lastfm,1.25,90,15,16,5,100,1,1.00011,0.942333,21.61,0.196029,854.942,
lastfm,1.25,100,15,16,5,100,1,1.00012,0.9409,21.61,0.196029,854.942,
movielens,1.25,1,15,16,5,100,1,1,1,1.02722,0.172619,854.942,
movielens,1.25,10,15,16,5,100,1,1.00003,0.999,1.02722,0.172619,854.942,
movielens,1.25,20,15,16,5,100,1,1.00003,0.999,1.02722,0.172619,854.942,
movielens,1.25,30,15,16,5,100,1,1.00006,0.998,1.02722,0.172619,854.942,
movielens,1.25,40,15,16,5,100,1,1.00007,0.9975,1.02722,0.172619,854.942,
movielens,1.25,50,15,16,5,100,1,1.00009,0.9966,1.02722,0.172619,854.942,
movielens,1.25,60,15,16,5,100,1,1.00012,0.9955,1.02722,0.172619,854.942,
movielens,1.25,70,15,16,5,100,1,1.00015,0.994286,1.02722,0.172619,854.942,
movielens,1.25,80,15,16,5,100,1,1.00017,0.992625,1.02722,0.172619,854.942,
movielens,1.25,90,15,16,5,100,1,1.00021,0.991556,1.02722,0.172619,854.942,
movielens,1.25,100,15,16,5,100,1,1.00026,0.9893,1.02722,0.172619,854.942,
netflix,1.25,1,15,16,5,100,1,1,1,1.58023,0.111337,854.942,
netflix,1.25,10,15,16,5,100,1,1.00001,0.997,1.58023,0.111337,854.942,
netflix,1.25,20,15,16,5,100,1,1.00008,0.9955,1.58023,0.111337,854.942,
netflix,1.25,30,15,16,5,100,1,1.0001,0.995667,1.58023,0.111337,854.942,
netflix,1.25,40,15,16,5,100,1,1.00013,0.9945,1.58023,0.111337,854.942,
netflix,1.25,50,15,16,5,100,1,1.00014,0.9936,1.58023,0.111337,854.942,
netflix,1.25,60,15,16,5,100,1,1.00017,0.992667,1.58023,0.111337,854.942,
netflix,1.25,70,15,16,5,100,1,1.00021,0.992,1.58023,0.111337,854.942,
netflix,1.25,80,15,16,5,100,1,1.00024,0.991375,1.58023,0.111337,854.942,
netflix,1.25,90,15,16,5,100,1,1.00029,0.989889,1.58023,0.111337,854.942,
netflix,1.25,100,15,16,5,100,1,1.00033,0.9878,1.58023,0.111337,854.942,
nytimes,1.25,1,15,16,5,100,1,1,0.69,73.0629,0.192312,854.942,
nytimes,1.25,10,15,16,5,100,1,1.00072,0.46,73.0629,0.192312,854.942,
nytimes,1.25,20,15,16,5,100,1,1.00058,0.3385,73.0629,0.192312,854.942,
nytimes,1.25,30,15,16,5,100,1,1.00051,0.297667,73.0629,0.192312,854.942,
nytimes,1.25,40,15,16,5,100,1,1.00053,0.287,73.0629,0.192312,854.942,
nytimes,1.25,50,15,16,5,100,1,1.00051,0.2936,73.0629,0.192312,854.942,
nytimes,1.25,60,15,16,5,100,1,1.00044,0.308667,73.0629,0.192312,854.942,
nytimes,1.25,70,15,16,5,100,1,1.00038,0.328571,73.0629,0.192312,854.942,
nytimes,1.25,80,15,16,5,100,1,1.00033,0.35175,73.0629,0.192312,854.942,
nytimes,1.25,90,15,16,5,100,1,1.0003,0.378667,73.0629,0.192312,854.942,
nytimes,1.25,100,15,16,5,100,1,1.00027,0.4109,73.0629,0.192312,854.942,
glove,1.5,1,15,16,5,100,20,1.00409,0.95,253.488,0.159215,854.943,
glove,1.5,10,15,16,5,100,20,1.00533,0.895,253.488,0.159215,854.943,
glove,1.5,20,15,16,5,100,20,1.00579,0.89,253.488,0.159215,854.943,
glove,1.5,30,15,16,5,100,20,1.00579,0.923333,253.488,0.159215,854.943,
glove,1.5,40,15,16,5,100,20,1.00579,0.92225,253.488,0.159215,854.943,
glove,1.5,50,15,16,5,100,20,1.00579,0.8928,253.488,0.159215,854.943,
glove,1.5,60,15,16,5,100,20,1.00579,0.912167,253.488,0.159215,854.943,
glove,1.5,70,15,16,5,100,20,1.00579,0.904857,253.488,0.159215,854.943,
glove,1.5,80,15,16,5,100,20,1.00579,0.90975,253.488,0.159215,854.943,
glove,1.5,90,15,16,5,100,20,1.00579,0.883,253.488,0.159215,854.943,
glove,1.5,100,15,16,5,100,20,1.00579,0.9126,253.488,0.159215,854.943,
lastfm,1.5,1,15,16,5,100,20,1.0003,0.85,19.0339,0.178095,854.943,
lastfm,1.5,10,15,16,5,100,20,1.0005,0.866,19.0339,0.178095,854.943,
lastfm,1.5,20,15,16,5,100,20,1.00063,0.8615,19.0339,0.178095,854.943,
lastfm,1.5,30,15,16,5,100,20,1.00073,0.862667,19.0339,0.178095,854.943,
lastfm,1.5,40,15,16,5,100,20,1.00083,0.86175,19.0339,0.178095,854.943,
lastfm,1.5,50,15,16,5,100,20,1.00091,0.861,19.0339,0.178095,854.943,
lastfm,1.5,60,15,16,5,100,20,1.00098,0.8615,19.0339,0.178095,854.943,
lastfm,1.5,70,15,16,5,100,20,1.00103,0.862571,19.0339,0.178095,854.943,
lastfm,1.5,80,15,16,5,100,20,1.00108,0.8615,19.0339,0.178095,854.943,
lastfm,1.5,90,15,16,5,100,20,1.00112,0.859667,19.0339,0.178095,854.943,
lastfm,1.5,100,15,16,5,100,20,1.00116,0.8588,19.0339,0.178095,854.943,
movielens,1.5,1,15,16,5,100,20,1.29501,0.05,0.04088,0.0099054,854.943,
movielens,1.5,10,15,16,5,100,20,1.3417,0.029,0.04088,0.0099054,854.943,
movielens,1.5,20,15,16,5,100,20,1.38715,0.0315,0.04088,0.0099054,854.943,
movielens,1.5,30,15,16,5,100,20,1.43024,0.0273333,0.04088,0.0099054,854.943,
movielens,1.5,40,15,16,5,100,20,1.47307,0.02925,0.04088,0.0099054,854.943,
movielens,1.5,50,15,16,5,100,20,1.51572,0.0292,0.04088,0.0099054,854.943,
movielens,1.5,60,15,16,5,100,20,1.55863,0.0303333,0.04088,0.0099054,854.943,
movielens,1.5,70,15,16,5,100,20,1.60474,0.0288571,0.04088,0.0099054,854.943,
movielens,1.5,80,15,16,5,100,20,1.65679,0.029,0.04088,0.0099054,854.943,
movielens,1.5,90,15,16,5,100,20,1.71912,0.0282222,0.04088,0.0099054,854.943,
movielens,1.5,100,15,16,5,100,20,1.79897,0.0288,0.04088,0.0099054,854.943,
netflix,1.5,1,15,16,5,100,20,1.41512,0.03,0.06726,0.00601069,854.943,
netflix,1.5,10,15,16,5,100,20,1.48764,0.026,0.06726,0.00601069,854.943,
netflix,1.5,20,15,16,5,100,20,1.55082,0.0275,0.06726,0.00601069,854.943,
netflix,1.5,30,15,16,5,100,20,1.60378,0.0273333,0.06726,0.00601069,854.943,
netflix,1.5,40,15,16,5,100,20,1.65253,0.02625,0.06726,0.00601069,854.943,
netflix,1.5,50,15,16,5,100,20,1.70087,0.0246,0.06726,0.00601069,854.943,
netflix,1.5,60,15,16,5,100,20,1.748,0.0243333,0.06726,0.00601069,854.943,
netflix,1.5,70,15,16,5,100,20,1.79576,0.0238571,0.06726,0.00601069,854.943,
netflix,1.5,80,15,16,5,100,20,1.84543,0.02425,0.06726,0.00601069,854.943,
netflix,1.5,90,15,16,5,100,20,1.89643,0.0241111,0.06726,0.00601069,854.943,
netflix,1.5,100,15,16,5,100,20,1.95393,0.024,0.06726,0.00601069,854.943,
nytimes,1.5,1,15,16,5,100,20,1.44312,0,0.09279,0.00036531,854.943,
nytimes,1.5,10,15,16,5,100,20,1.7798,0.003,0.09279,0.00036531,854.943,
nytimes,1.5,20,15,16,5,100,20,1.56668,0.0015,0.09279,0.00036531,854.943,
nytimes,1.5,30,15,16,5,100,20,1.4998,0.001,0.09279,0.00036531,854.943,
nytimes,1.5,40,15,16,5,100,20,1.46922,0.00075,0.09279,0.00036531,854.943,
nytimes,1.5,50,15,16,5,100,20,1.45324,0.0006,0.09279,0.00036531,854.943,
nytimes,1.5,60,15,16,5,100,20,1.44468,0.0005,0.09279,0.00036531,854.943,
nytimes,1.5,70,15,16,5,100,20,1.44042,0.000428571,0.09279,0.00036531,854.943,
nytimes,1.5,80,15,16,5,100,20,1.43892,0.000375,0.09279,0.00036531,854.943,
nytimes,1.5,90,15,16,5,100,20,1.43963,0.000333333,0.09279,0.00036531,854.943,
nytimes,1.5,100,15,16,5,100,20,1.44269,0.0003,0.09279,0.00036531,854.943,
glove,1.5,1,15,16,5,100,300,1.50945,0,0.0368,2.22807e-05,854.943,
glove,1.5,10,15,16,5,100,300,1.49759,0,0.0368,2.22807e-05,854.943,
glove,1.5,20,15,16,5,100,300,1.55748,0,0.0368,2.22807e-05,854.943,
glove,1.5,30,15,16,5,100,300,1.55748,0.33,0.0368,2.22807e-05,854.943,
glove,1.5,40,15,16,5,100,300,1.55748,0.34675,0.0368,2.22807e-05,854.943,
glove,1.5,50,15,16,5,100,300,1.55748,0.2774,0.0368,2.22807e-05,854.943,
glove,1.5,60,15,16,5,100,300,1.55748,0.330167,0.0368,2.22807e-05,854.943,
glove,1.5,70,15,16,5,100,300,1.55748,0.396143,0.0368,2.22807e-05,854.943,
glove,1.5,80,15,16,5,100,300,1.55748,0.346625,0.0368,2.22807e-05,854.943,
glove,1.5,90,15,16,5,100,300,1.55748,0.330111,0.0368,2.22807e-05,854.943,
glove,1.5,100,15,16,5,100,300,1.55748,0.3962,0.0368,2.22807e-05,854.943,
lastfm,1.5,1,15,16,5,100,300,1.00182,0.07,0.08738,0.000360381,854.943,
lastfm,1.5,10,15,16,5,100,300,1.0028,0.063,0.08738,0.000360381,854.943,
lastfm,1.5,20,15,16,5,100,300,1.00342,0.0495,0.08738,0.000360381,854.943,
lastfm,1.5,30,15,16,5,100,300,1.00386,0.0453333,0.08738,0.000360381,854.943,
lastfm,1.5,40,15,16,5,100,300,1.0042,0.043,0.08738,0.000360381,854.943,
lastfm,1.5,50,15,16,5,100,300,1.00446,0.0418,0.08738,0.000360381,854.943,
lastfm,1.5,60,15,16,5,100,300,1.00468,0.038,0.08738,0.000360381,854.943,
lastfm,1.5,70,15,16,5,100,300,1.00487,0.0355714,0.08738,0.000360381,854.943,
lastfm,1.5,80,15,16,5,100,300,1.00504,0.0335,0.08738,0.000360381,854.943,
lastfm,1.5,90,15,16,5,100,300,1.0052,0.0322222,0.08738,0.000360381,854.943,
lastfm,1.5,100,15,16,5,100,300,1.00536,0.0306,0.08738,0.000360381,854.943,
movielens,1.5,1,15,16,5,100,300,1.33922,0.02,0.03874,0.00997003,854.943,
movielens,1.5,10,15,16,5,100,300,1.39401,0.02,0.03874,0.00997003,854.943,
movielens,1.5,20,15,16,5,100,300,1.44331,0.0195,0.03874,0.00997003,854.943,
movielens,1.5,30,15,16,5,100,300,1.48863,0.0196667,0.03874,0.00997003,854.943,
movielens,1.5,40,15,16,5,100,300,1.5337,0.01975,0.03874,0.00997003,854.943,
movielens,1.5,50,15,16,5,100,300,1.57993,0.0188,0.03874,0.00997003,854.943,
movielens,1.5,60,15,16,5,100,300,1.6306,0.0181667,0.03874,0.00997003,854.943,
movielens,1.5,70,15,16,5,100,300,1.68747,0.0178571,0.03874,0.00997003,854.943,
movielens,1.5,80,15,16,5,100,300,1.75296,0.018375,0.03874,0.00997003,854.943,
movielens,1.5,90,15,16,5,100,300,1.83195,0.0187778,0.03874,0.00997003,854.943,
movielens,1.5,100,15,16,5,100,300,1.92828,0.0182,0.03874,0.00997003,854.943,
netflix,1.5,1,15,16,5,100,300,1.46002,0.03,0.06077,0.00597862,854.943,
netflix,1.5,10,15,16,5,100,300,1.53184,0.024,0.06077,0.00597862,854.943,
netflix,1.5,20,15,16,5,100,300,1.59107,0.024,0.06077,0.00597862,854.943,
netflix,1.5,30,15,16,5,100,300,1.63888,0.024,0.06077,0.00597862,854.943,
netflix,1.5,40,15,16,5,100,300,1.68329,0.02275,0.06077,0.00597862,854.943,
netflix,1.5,50,15,16,5,100,300,1.72548,0.0206,0.06077,0.00597862,854.943,
netflix,1.5,60,15,16,5,100,300,1.76848,0.0213333,0.06077,0.00597862,854.943,
netflix,1.5,70,15,16,5,100,300,1.81335,0.0204286,0.06077,0.00597862,854.943,
netflix,1.5,80,15,16,5,100,300,1.86149,0.0195,0.06077,0.00597862,854.943,
netflix,1.5,90,15,16,5,100,300,1.91493,0.0193333,0.06077,0.00597862,854.943,
netflix,1.5,100,15,16,5,100,300,1.97924,0.0193,0.06077,0.00597862,854.943,
nytimes,1.5,1,15,16,5,100,300,1.45419,0.01,0.07818,0.000365345,854.943,
nytimes,1.5,10,15,16,5,100,300,1.78364,0.003,0.07818,0.000365345,854.943,
nytimes,1.5,20,15,16,5,100,300,1.56995,0.0015,0.07818,0.000365345,854.943,
nytimes,1.5,30,15,16,5,100,300,1.50284,0.001,0.07818,0.000365345,854.943,
nytimes,1.5,40,15,16,5,100,300,1.47212,0.00075,0.07818,0.000365345,854.943,
nytimes,1.5,50,15,16,5,100,300,1.45598,0.0006,0.07818,0.000365345,854.943,
nytimes,1.5,60,15,16,5,100,300,1.44714,0.0005,0.07818,0.000365345,854.943,
nytimes,1.5,70,15,16,5,100,300,1.44256,0.000428571,0.07818,0.000365345,854.943,
nytimes,1.5,80,15,16,5,100,300,1.44089,0.000375,0.07818,0.000365345,854.943,
nytimes,1.5,90,15,16,5,100,300,1.44143,0.000333333,0.07818,0.000365345,854.943,
nytimes,1.5,100,15,16,5,100,300,1.44429,0.0003,0.07818,0.000365345,854.943,
glove,1.5,1,15,16,5,100,1,1.00018,0.97,240.276,0.0896041,854.943,
glove,1.5,10,15,16,5,100,1,1.00192,0.902,240.276,0.0896041,854.943,
glove,1.5,20,15,16,5,100,1,1.00274,0.866,240.276,0.0896041,854.943,
glove,1.5,30,15,16,5,100,1,1.00274,0.907333,240.276,0.0896041,854.943,
glove,1.5,40,15,16,5,100,1,1.00274,0.91125,240.276,0.0896041,854.943,
glove,1.5,50,15,16,5,100,1,1.00274,0.878,240.276,0.0896041,854.943,
glove,1.5,60,15,16,5,100,1,1.00274,0.892,240.276,0.0896041,854.943,
glove,1.5,70,15,16,5,100,1,1.00274,0.893,240.276,0.0896041,854.943,
glove,1.5,80,15,16,5,100,1,1.00274,0.890125,240.276,0.0896041,854.943,
glove,1.5,90,15,16,5,100,1,1.00274,0.868889,240.276,0.0896041,854.943,
glove,1.5,100,15,16,5,100,1,1.00274,0.8917,240.276,0.0896041,854.943,
lastfm,1.5,1,15,16,5,100,1,1.00004,0.96,9.62407,0.0988611,854.943,
lastfm,1.5,10,15,16,5,100,1,1.00004,0.954,9.62407,0.0988611,854.943,
lastfm,1.5,20,15,16,5,100,1,1.00004,0.9555,9.62407,0.0988611,854.943,
lastfm,1.5,30,15,16,5,100,1,1.00004,0.954667,9.62407,0.0988611,854.943,
lastfm,1.5,40,15,16,5,100,1,1.00004,0.9505,9.62407,0.0988611,854.943,
lastfm,1.5,50,15,16,5,100,1,1.00005,0.9516,9.62407,0.0988611,854.943,
lastfm,1.5,60,15,16,5,100,1,1.00005,0.949833,9.62407,0.0988611,854.943,
lastfm,1.5,70,15,16,5,100,1,1.00005,0.948857,9.62407,0.0988611,854.943,
lastfm,1.5,80,15,16,5,100,1,1.00006,0.947875,9.62407,0.0988611,854.943,
lastfm,1.5,90,15,16,5,100,1,1.00006,0.947444,9.62407,0.0988611,854.943,
lastfm,1.5,100,15,16,5,100,1,1.00006,0.9473,9.62407,0.0988611,854.943,
movielens,1.5,1,15,16,5,100,1,1,1,0.72845,0.0889651,854.943,
movielens,1.5,10,15,16,5,100,1,1.00042,0.983,0.72845,0.0889651,854.943,
movielens,1.5,20,15,16,5,100,1,1.00081,0.978,0.72845,0.0889651,854.943,
movielens,1.5,30,15,16,5,100,1,1.00108,0.970333,0.72845,0.0889651,854.943,
movielens,1.5,40,15,16,5,100,1,1.00138,0.9635,0.72845,0.0889651,854.943,
movielens,1.5,50,15,16,5,100,1,1.00172,0.9538,0.72845,0.0889651,854.943,
movielens,1.5,60,15,16,5,100,1,1.00211,0.9475,0.72845,0.0889651,854.943,
movielens,1.5,70,15,16,5,100,1,1.00246,0.939857,0.72845,0.0889651,854.943,
movielens,1.5,80,15,16,5,100,1,1.00285,0.93225,0.72845,0.0889651,854.943,
movielens,1.5,90,15,16,5,100,1,1.00326,0.924444,0.72845,0.0889651,854.943,
movielens,1.5,100,15,16,5,100,1,1.0037,0.9155,0.72845,0.0889651,854.943,
netflix,1.5,1,15,16,5,100,1,1,1,1.32676,0.083897,854.943,
netflix,1.5,10,15,16,5,100,1,1.00039,0.993,1.32676,0.083897,854.943,
netflix,1.5,20,15,16,5,100,1,1.00064,0.986,1.32676,0.083897,854.943,
netflix,1.5,30,15,16,5,100,1,1.00077,0.984,1.32676,0.083897,854.943,
netflix,1.5,40,15,16,5,100,1,1.00087,0.98125,1.32676,0.083897,854.943,
netflix,1.5,50,15,16,5,100,1,1.00097,0.976,1.32676,0.083897,854.943,
netflix,1.5,60,15,16,5,100,1,1.00114,0.973333,1.32676,0.083897,854.943,
netflix,1.5,70,15,16,5,100,1,1.00131,0.968143,1.32676,0.083897,854.943,
netflix,1.5,80,15,16,5,100,1,1.00149,0.965,1.32676,0.083897,854.943,
netflix,1.5,90,15,16,5,100,1,1.00164,0.960667,1.32676,0.083897,854.943,
netflix,1.5,100,15,16,5,100,1,1.00183,0.9576,1.32676,0.083897,854.943,
nytimes,1.5,1,15,16,5,100,1,1.00319,0.68,56.4644,0.0997143,854.943,
nytimes,1.5,10,15,16,5,100,1,1.00851,0.429,56.4644,0.0997143,854.943,
nytimes,1.5,20,15,16,5,100,1,1.01143,0.3235,56.4644,0.0997143,854.943,
nytimes,1.5,30,15,16,5,100,1,1.01285,0.279,56.4644,0.0997143,854.943,
nytimes,1.5,40,15,16,5,100,1,1.01363,0.2755,56.4644,0.0997143,854.943,
nytimes,1.5,50,15,16,5,100,1,1.01417,0.2874,56.4644,0.0997143,854.943,
nytimes,1.5,60,15,16,5,100,1,1.01458,0.296167,56.4644,0.0997143,854.943,
nytimes,1.5,70,15,16,5,100,1,1.01492,0.305429,56.4644,0.0997143,854.943,
nytimes,1.5,80,15,16,5,100,1,1.01521,0.322125,56.4644,0.0997143,854.943,
nytimes,1.5,90,15,16,5,100,1,1.01548,0.336667,56.4644,0.0997143,854.943,
nytimes,1.5,100,15,16,5,100,1,1.01572,0.3556,56.4644,0.0997143,854.943,
glove,1.5,1,15,16,5,100,1,1.00008,0.99,302.666,0.20821,854.944,
glove,1.5,10,15,16,5,100,1,1.00074,0.964,302.666,0.20821,854.944,
glove,1.5,20,15,16,5,100,1,1.00121,0.95,302.666,0.20821,854.944,
glove,1.5,30,15,16,5,100,1,1.00121,0.963333,302.666,0.20821,854.944,
glove,1.5,40,15,16,5,100,1,1.00121,0.96175,302.666,0.20821,854.944,
glove,1.5,50,15,16,5,100,1,1.00121,0.9344,302.666,0.20821,854.944,
glove,1.5,60,15,16,5,100,1,1.00121,0.952,302.666,0.20821,854.944,
glove,1.5,70,15,16,5,100,1,1.00121,0.940429,302.666,0.20821,854.944,
glove,1.5,80,15,16,5,100,1,1.00121,0.947125,302.666,0.20821,854.944,
glove,1.5,90,15,16,5,100,1,1.00121,0.922111,302.666,0.20821,854.944,
glove,1.5,100,15,16,5,100,1,1.00121,0.9466,302.666,0.20821,854.944,
lastfm,1.5,1,15,16,5,100,1,1.00004,0.92,43.2457,0.376295,854.944,
lastfm,1.5,10,15,16,5,100,1,1.00009,0.939,43.2457,0.376295,854.944,
lastfm,1.5,20,15,16,5,100,1,1.00013,0.94,43.2457,0.376295,854.944,
lastfm,1.5,30,15,16,5,100,1,1.00015,0.938,43.2457,0.376295,854.944,
lastfm,1.5,40,15,16,5,100,1,1.00017,0.93675,43.2457,0.376295,854.944,
lastfm,1.5,50,15,16,5,100,1,1.00018,0.937,43.2457,0.376295,854.944,
lastfm,1.5,60,15,16,5,100,1,1.00019,0.935833,43.2457,0.376295,854.944,
lastfm,1.5,70,15,16,5,100,1,1.0002,0.935571,43.2457,0.376295,854.944,
lastfm,1.5,80,15,16,5,100,1,1.0002,0.935875,43.2457,0.376295,854.944,
lastfm,1.5,90,15,16,5,100,1,1.00021,0.935222,43.2457,0.376295,854.944,
lastfm,1.5,100,15,16,5,100,1,1.00022,0.9362,43.2457,0.376295,854.944,
movielens,1.5,1,15,16,5,100,1,1,1,1.0951,0.207263,854.944,
movielens,1.5,10,15,16,5,100,1,1,0.999,1.0951,0.207263,854.944,
movielens,1.5,20,15,16,5,100,1,1.00003,0.9985,1.0951,0.207263,854.944,
movielens,1.5,30,15,16,5,100,1,1.00006,0.997667,1.0951,0.207263,854.944,
movielens,1.5,40,15,16,5,100,1,1.00009,0.997,1.0951,0.207263,854.944,
movielens,1.5,50,15,16,5,100,1,1.00011,0.9964,1.0951,0.207263,854.944,
movielens,1.5,60,15,16,5,100,1,1.00014,0.995,1.0951,0.207263,854.944,
movielens,1.5,70,15,16,5,100,1,1.00017,0.994286,1.0951,0.207263,854.944,
movielens,1.5,80,15,16,5,100,1,1.00023,0.99325,1.0951,0.207263,854.944,
movielens,1.5,90,15,16,5,100,1,1.00028,0.991222,1.0951,0.207263,854.944,
movielens,1.5,100,15,16,5,100,1,1.00035,0.9889,1.0951,0.207263,854.944,
netflix,1.5,1,15,16,5,100,1,1,1,1.52957,0.106029,854.944,
netflix,1.5,10,15,16,5,100,1,1,1,1.52957,0.106029,854.944,
netflix,1.5,20,15,16,5,100,1,1.00003,0.998,1.52957,0.106029,854.944,
netflix,1.5,30,15,16,5,100,1,1.00006,0.997667,1.52957,0.106029,854.944,
netflix,1.5,40,15,16,5,100,1,1.00009,0.99725,1.52957,0.106029,854.944,
netflix,1.5,50,15,16,5,100,1,1.00012,0.9962,1.52957,0.106029,854.944,
netflix,1.5,60,15,16,5,100,1,1.00016,0.994667,1.52957,0.106029,854.944,
netflix,1.5,70,15,16,5,100,1,1.00023,0.993714,1.52957,0.106029,854.944,
netflix,1.5,80,15,16,5,100,1,1.0003,0.991125,1.52957,0.106029,854.944,
netflix,1.5,90,15,16,5,100,1,1.0004,0.989667,1.52957,0.106029,854.944,
netflix,1.5,100,15,16,5,100,1,1.0005,0.9871,1.52957,0.106029,854.944,
nytimes,1.5,1,15,16,5,100,1,1,0.69,95.2559,0.331936,854.944,
nytimes,1.5,10,15,16,5,100,1,1.00014,0.474,95.2559,0.331936,854.944,
nytimes,1.5,20,15,16,5,100,1,1.00018,0.353,95.2559,0.331936,854.944,
nytimes,1.5,30,15,16,5,100,1,1.0002,0.306667,95.2559,0.331936,854.944,
nytimes,1.5,40,15,16,5,100,1,1.00017,0.3,95.2559,0.331936,854.944,
nytimes,1.5,50,15,16,5,100,1,1.00015,0.299,95.2559,0.331936,854.944,
nytimes,1.5,60,15,16,5,100,1,1.00013,0.308,95.2559,0.331936,854.944,
nytimes,1.5,70,15,16,5,100,1,1.00012,0.324857,95.2559,0.331936,854.944,
nytimes,1.5,80,15,16,5,100,1,1.00011,0.341625,95.2559,0.331936,854.944,
nytimes,1.5,90,15,16,5,100,1,1.0001,0.368444,95.2559,0.331936,854.944,
nytimes,1.5,100,15,16,5,100,1,1.00009,0.3837,95.2559,0.331936,854.944,
imageNet,1.25,1,15,16,5,100,1,1.15699,0.48,234.492,0.0686667,856.897,
imageNet,1.25,10,15,16,5,100,1,1.17046,0.484,234.492,0.0686667,856.897,
imageNet,1.25,20,15,16,5,100,1,1.1936,0.485,234.492,0.0686667,856.897,
imageNet,1.25,30,15,16,5,100,1,1.1936,0.653333,234.492,0.0686667,856.897,
imageNet,1.25,40,15,16,5,100,1,1.1936,0.659,234.492,0.0686667,856.897,
imageNet,1.25,50,15,16,5,100,1,1.1936,0.6064,234.492,0.0686667,856.897,
imageNet,1.25,60,15,16,5,100,1,1.1936,0.6465,234.492,0.0686667,856.897,
imageNet,1.25,70,15,16,5,100,1,1.1936,0.667429,234.492,0.0686667,856.897,
imageNet,1.25,80,15,16,5,100,1,1.1936,0.651875,234.492,0.0686667,856.897,
imageNet,1.25,90,15,16,5,100,1,1.1936,0.623333,234.492,0.0686667,856.897,
imageNet,1.25,100,15,16,5,100,1,1.1936,0.6766,234.492,0.0686667,856.897,
imageNet,1.25,1,20,16,5,100,1,1.09041,0.7,269.183,0.045216,856.897,
imageNet,1.25,10,20,16,5,100,1,1.10349,0.679,269.183,0.045216,856.897,
imageNet,1.25,20,20,16,5,100,1,1.1188,0.6775,269.183,0.045216,856.897,
imageNet,1.25,30,20,16,5,100,1,1.1188,0.781667,269.183,0.045216,856.897,
imageNet,1.25,40,20,16,5,100,1,1.1188,0.78575,269.183,0.045216,856.897,
imageNet,1.25,50,20,16,5,100,1,1.1188,0.7414,269.183,0.045216,856.897,
imageNet,1.25,60,20,16,5,100,1,1.1188,0.773833,269.183,0.045216,856.897,
imageNet,1.25,70,20,16,5,100,1,1.1188,0.778429,269.183,0.045216,856.897,
imageNet,1.25,80,20,16,5,100,1,1.1188,0.77325,269.183,0.045216,856.897,
imageNet,1.25,90,20,16,5,100,1,1.1188,0.741222,269.183,0.045216,856.897,
imageNet,1.25,100,20,16,5,100,1,1.1188,0.7869,269.183,0.045216,856.897,
imageNet,1.25,1,30,16,5,100,1,1.08665,0.81,339.079,0.0273597,856.898,
imageNet,1.25,10,30,16,5,100,1,1.09669,0.796,339.079,0.0273597,856.898,
imageNet,1.25,20,30,16,5,100,1,1.103,0.7945,339.079,0.0273597,856.898,
imageNet,1.25,30,30,16,5,100,1,1.103,0.859667,339.079,0.0273597,856.898,
imageNet,1.25,40,30,16,5,100,1,1.103,0.86,339.079,0.0273597,856.898,
imageNet,1.25,50,30,16,5,100,1,1.103,0.822,339.079,0.0273597,856.898,
imageNet,1.25,60,30,16,5,100,1,1.103,0.850333,339.079,0.0273597,856.898,
imageNet,1.25,70,30,16,5,100,1,1.103,0.845143,339.079,0.0273597,856.898,
imageNet,1.25,80,30,16,5,100,1,1.103,0.8485,339.079,0.0273597,856.898,
imageNet,1.25,90,30,16,5,100,1,1.103,0.815556,339.079,0.0273597,856.898,
imageNet,1.25,100,30,16,5,100,1,1.103,0.8562,339.079,0.0273597,856.898,
imageNet,1.25,1,30,16,5,100,300,1.80028,0,0.10328,1.09726e-05,856.898,
imageNet,1.25,10,30,16,5,100,300,1.97237,0,0.10328,1.09726e-05,856.898,
imageNet,1.25,20,30,16,5,100,300,2.14506,0,0.10328,1.09726e-05,856.898,
imageNet,1.25,30,30,16,5,100,300,2.14506,0.33,0.10328,1.09726e-05,856.898,
imageNet,1.25,40,30,16,5,100,300,2.14506,0.347,0.10328,1.09726e-05,856.898,
imageNet,1.25,50,30,16,5,100,300,2.14506,0.2776,0.10328,1.09726e-05,856.898,
imageNet,1.25,60,30,16,5,100,300,2.14506,0.330333,0.10328,1.09726e-05,856.898,
imageNet,1.25,70,30,16,5,100,300,2.14506,0.396286,0.10328,1.09726e-05,856.898,
