model,dataset,construction_time (parallel),construction_time (sequential),search_time,search_timex_refined (parallel),search_timex_refined (sequential),recall,refined_recall,scann_peram,annoy_peram
scann,millionSong,241.50393962860107,241.50393962860107,0.03068709373474121,0.024333953857421875,0.024333953857421875,0.00125,0.00225,2000-25-250000-2-0.2,
scann,millionSong,234.7111291885376,234.7111291885376,0.2348029613494873,0.259580135345459,0.259580135345459,0.00025,0.0005,2000-400-250000-2-0.2,
scann,millionSong,252.8824496269226,252.8824496269226,0.055548667907714844,0.04372262954711914,0.04372262954711914,0.001,0.00125,2000-50-250000-2-0.2,
scann,millionSong,235.692218542099,235.692218542099,0.30178213119506836,0.37222862243652344,0.37222862243652344,0.0,0.00025,2000-600-250000-2-0.2,
scann,millionSong,246.75626254081726,246.75626254081726,0.060808420181274414,0.06428718566894531,0.06428718566894531,0.001,0.001,2000-75-250000-2-0.2,
scann,nuswide,208.90607976913452,208.90607976913452,0.30005717277526855,0.4176907539367676,0.4176907539367676,0.00025,0.0005,2000-1000-250000-2-0.2,
scann,nuswide,220.04131388664246,220.04131388664246,0.05035758018493652,0.06078910827636719,0.06078910827636719,0.002,0.00325,2000-100-250000-2-0.2,
scann,nuswide,215.03609108924866,215.03609108924866,0.014978170394897461,0.015099287033081055,0.015099287033081055,0.00625,0.011,2000-10-250000-2-0.2,
scann,nuswide,216.26309609413147,216.26309609413147,0.07548379898071289,0.09610676765441895,0.09610676765441895,0.00125,0.00175,2000-200-250000-2-0.2,
scann,nuswide,214.3729531764984,214.3729531764984,0.02097177505493164,0.020660400390625,0.020660400390625,0.00375,0.006,2000-25-250000-2-0.2,
scann,nuswide,205.9634439945221,205.9634439945221,0.12965822219848633,0.16785407066345215,0.16785407066345215,0.00075,0.00125,2000-400-250000-2-0.2,
scann,nuswide,222.75017976760864,222.75017976760864,0.03175687789916992,0.03856682777404785,0.03856682777404785,0.003,0.0055,2000-50-250000-2-0.2,
scann,nuswide,208.68758034706116,208.68758034706116,0.19402599334716797,0.27211642265319824,0.27211642265319824,0.00025,0.00125,2000-600-250000-2-0.2,
scann,nuswide,210.96337294578552,210.96337294578552,0.036691904067993164,0.04313516616821289,0.04313516616821289,0.0025,0.004,2000-75-250000-2-0.2,
scann,MNIST,107.34893774986267,107.34893774986267,0.16745233535766602,0.16314005851745605,0.16314005851745605,0.9365,0.99875,2000-1000-250000-2-0.2,
